STATION_LATITUDE,STATION_LONGITUDE,RAIN_LAST10MIN,TEMPERATURE_TC,HUMIDITY,PRESSURE_SURFACE,TIMEOBSERVATION
37.55493333,127.1345556,0.9,17.3,61.5,994.9,2016-04-16 18:10
37.54902778,127.1266944,0.1,17.6,64.5,996.5,2016-04-16 18:10
37.54071111,127.128275,0.2,17.2,62.7,995.7,2016-04-16 18:10
37.544322,127.142105,0.2,16.7,64.9,995,2016-04-16 18:10
37.62590556,127.017525,0.1,17,65.8,993,2016-04-16 18:10
37.61153056,127.022375,0.2,17.3,62.5,991.9,2016-04-16 18:10
37.62036111,127.0213556,0.1,17.3,64.2,993.5,2016-04-16 18:10
37.62039833,127.0131611,0.2,17.1,67.4,990.2,2016-04-16 18:10
37.63458333,127.0223194,0.2,17.1,66.2,992.9,2016-04-16 18:10
37.662775,127.0132611,0.1,14.5,84.1,991.5,2016-04-16 18:10
37.56344444,126.8525944,0.4,16.6,70.8,994.7,2016-04-16 18:10
37.56119167,126.7976583,0.6,16.3,73.4,996.4,2016-04-16 18:10
37.55822778,126.8376944,0.3,16.4,73.7,995.6,2016-04-16 18:10
37.55272222,126.8367778,0.5,16,75.5,996.5,2016-04-16 18:10
37.56238889,126.8077528,0.6,15.7,75,995.3,2016-04-16 18:10
37.55394167,126.8190083,0.5,16.3,71.8,994.9,2016-04-16 18:10
37.55363889,126.8514556,0.4,16.4,71.1,995.1,2016-04-16 18:10
37.53061111,126.8493139,0.4,16.5,71,996,2016-04-16 18:10
37.54123333,126.8399333,0.6,16.5,66.6,995.6,2016-04-16 18:10
37.52883667,126.8533231,0.5,17,69.6,998.4,2016-04-16 18:10
37.54789444,126.8465472,0.4,16.3,76.7,995,2016-04-16 18:10
37.4625,126.9183333,0.5,15.5,69.4,991.6,2016-04-16 18:10
37.49194444,126.9255556,0.4,16.3,69.9,992.6,2016-04-16 18:10
37.47461083,126.9526206,0.5,15.2,78.1,990.8,2016-04-16 18:10
37.47630528,126.9664417,0.4,16.2,75.9,991.7,2016-04-16 18:10
37.48151111,126.9537083,0.5,16.3,72.2,993.2,2016-04-16 18:10
37.47774167,126.9335861,0.6,16.1,74,994.1,2016-04-16 18:10
37.48260583,126.9284606,0.4,15.6,70,992.7,2016-04-16 18:10
37.45793056,126.9537056,0.7,14.2,77.9,982.2,2016-04-16 18:10
37.4869,126.9137,0.4,16.3,74.6,996.2,2016-04-16 18:10
37.48533694,126.9367861,0.5,16.9,73.8,996.1,2016-04-16 18:10
37.48199806,126.9427264,0.4,16.1,73.7,993.5,2016-04-16 18:10
37.54910556,127.1082472,0.2,17.1,64.8,995.1,2016-04-16 18:10
37.55113861,127.0694511,0.2,17.4,63.1,997.1,2016-04-16 18:10
37.55290556,127.0885333,0.1,17.3,64.1,994.7,2016-04-16 18:10
37.54558167,127.0769508,0.1,17.1,65.9,995.2,2016-04-16 18:10
37.53618083,127.0831533,0.2,17,62.9,994.5,2016-04-16 18:10
37.5315,127.0749667,0.2,17.4,65.6,996.8,2016-04-16 18:10
37.53309167,127.0853806,0.2,17.1,60.4,995.7,2016-04-16 18:10
37.55988889,127.0743333,0.1,17.3,62.6,996.4,2016-04-16 18:10
37.56174167,127.0823472,0.2,17,63.3,996.6,2016-04-16 18:10
37.571225,127.0835028,0.1,17.5,58.6,996.5,2016-04-16 18:10
37.486087,126.855542,0.6,16.2,76.6,997,2016-04-16 18:10
37.49733056,126.8631139,0.6,16,75.5,993.7,2016-04-16 18:10
37.48413056,126.8942278,0.5,15.5,79.5,991.6,2016-04-16 18:10
37.50327639,126.8810975,0.5,16.5,69.3,994.4,2016-04-16 18:10
37.49945306,126.8727797,0.4,16.4,72.6,995.2,2016-04-16 18:10
37.49661111,126.8452194,0.5,16.4,68.2,993.4,2016-04-16 18:10
37.49113389,126.8250042,0.6,15.2,78.6,995.3,2016-04-16 18:10
37.46626417,126.8983219,0.5,15.9,69.3,995.2,2016-04-16 18:10
37.47598861,126.8990044,0.6,16.2,72.7,995,2016-04-16 18:10
