STATION_ID,STATION_TYPE,STATION_LATITUDE,STATION_LONGITUDE,HEIGHT,SEA_LEVEL,SKY_CODE,PRECIPITATION_TYPE,PRECIPITATION_SINCEONTIME,RAIN_SINCEONTIME,RAIN_SINCEMIDNIGHT,RAIN_LAST10MIN,RAIN_LAST15MIN,RAIN_LAST30MIN,RAIN_LAST1HOUR,RAIN_LAST6HOUR,RAIN_LAST12HOUR,RAIN_LAST24HOUR,TEMPERATURE_TC,TEMPERATURE_TMAX,TEMPERATURE_TMIN,WIND_WDIR,WIND_WSPD,HUMIDITY,PRESSURE_SURFACE,PRESSURE_SEALEVEL,LIGHTNING,TIMEOBSERVATION
10001,BTN,37.4831638889,127.0603250000,6,51.975,SKY_A03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.70,19.60,10.00,64.50,2.30,71.30,1008.40,1014.70,0,2016-04-16 05:04:00
10003,BTN,37.4791333333,127.0445583333,10,52.7971,SKY_A03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.60,19.60,10.00,113.90,1.50,71.50,1010.30,1016.72,0,2016-04-16 05:04:00
10005,BTN,37.5162500000,127.0359444444,13,90.6047,SKY_A02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.20,20.00,12.00,97.00,1.30,58.60,1004.80,1015.70,0,2016-04-16 05:04:00
10006,BTN,37.5111786111,127.0242313889,12,64.9704,SKY_A02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.30,20.00,12.00,80.70,5.60,59.60,1007.80,1015.63,0,2016-04-16 05:04:00
10010,BTN,37.5033413889,127.0586336111,5,69.3319,SKY_A03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.90,19.60,10.00,69.00,1.90,56.50,1007.70,1016.07,0,2016-04-16 05:04:00
10011,BTN,37.5035083333,127.0667333333,8,68.5106,SKY_A03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.10,19.60,10.00,71.10,1.70,61.00,1009.50,1017.81,0,2016-04-16 05:04:00
10014,BTN,37.4959613889,127.0529111111,8,49.6575,SKY_A03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.90,19.60,10.00,93.90,1.20,60.40,1009.80,1015.80,0,2016-04-16 05:04:00
10015,BTN,37.4900138889,127.0347450000,7,67.4729,SKY_A03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.50,19.60,10.00,48.90,1.40,63.70,1006.90,1015.05,0,2016-04-16 05:04:00
10018,BTN,37.5103937000,127.0576884000,8,47.536,SKY_A02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.30,20.00,12.00,70.10,1.80,58.60,1009.20,1015.05,0,2016-04-16 05:04:00
10019,BTN,37.5122347222,127.0530691667,8,60.4393,SKY_A02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.20,20.00,12.00,69.80,0.50,52.10,1009.20,1016.50,0,2016-04-16 05:04:00
10021,BTN,37.5186500000,127.0507080556,7,62.8136,SKY_A02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.90,20.00,12.00,133.70,0.50,59.90,1008.80,1016.39,0,2016-04-16 05:04:00
10022,BTN,37.4636113889,127.1055630556,9,33.6353,SKY_A03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,19.70,10.40,14.50,1.40,78.70,1011.90,1016.03,0,2016-04-16 05:04:00
10023,BTN,37.5226125000,127.0201108333,15,54.6592,SKY_A02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.20,20.00,12.00,81.70,2.10,58.80,1009.70,1016.30,0,2016-04-16 05:04:00
10025,BTN,37.5221805556,127.0331000000,9,63.7039,SKY_A02,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.10,20.00,12.00,96.80,5.00,60.80,1008.80,1016.49,0,2016-04-16 05:04:00
