STATION_ID,STATION_TYPE,STATION_LATITUDE,STATION_LONGITUDE,HEIGHT,SEA_LEVEL,SKY_CODE,PRECIPITATION_TYPE,PRECIPITATION_SINCEONTIME,RAIN_SINCEONTIME,RAIN_SINCEMIDNIGHT,RAIN_LAST10MIN,RAIN_LAST15MIN,RAIN_LAST30MIN,RAIN_LAST1HOUR,RAIN_LAST6HOUR,RAIN_LAST12HOUR,RAIN_LAST24HOUR,TEMPERATURE_TC,TEMPERATURE_TMAX,TEMPERATURE_TMIN,WIND_WDIR,WIND_WSPD,HUMIDITY,PRESSURE_SURFACE,PRESSURE_SEALEVEL,LIGHTNING,TIMEOBSERVATION
10001,BTN,37.4831638889,127.0603250000,6,51.975,SKY_A07,1,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,20.60,10.00,85.70,2.40,66.50,995.10,1001.16,0,2016-04-16 17:59:00
10003,BTN,37.4791333333,127.0445583333,10,52.7971,SKY_A08,1,0.06,0.10,0.20,0.00,0.10,0.10,0.10,0.20,0.20,0.20,17.10,20.60,10.00,89.10,2.20,67.60,996.90,1003.08,0,2016-04-16 17:59:00
10005,BTN,37.5162500000,127.0359444444,13,90.6047,SKY_A07,1,0.06,0.10,0.10,0.00,0.00,0.00,0.10,0.10,0.10,0.10,17.50,20.00,12.00,132.30,2.20,60.40,991.70,1002.25,0,2016-04-16 17:59:00
10006,BTN,37.5111786111,127.0242313889,12,64.9704,SKY_A08,1,0.06,0.10,0.10,0.00,0.10,0.10,0.10,0.10,0.10,0.10,17.40,20.00,12.00,114.30,6.20,63.70,994.50,1002.08,0,2016-04-16 17:59:00
10010,BTN,37.5033413889,127.0586336111,5,69.3319,SKY_A08,1,0.06,0.10,0.20,0.10,0.10,0.10,0.10,0.20,0.20,0.20,17.30,20.60,10.00,68.70,2.90,56.50,994.50,1002.59,0,2016-04-16 17:59:00
10011,BTN,37.5035083333,127.0667333333,8,68.5106,SKY_A08,1,0.06,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,17.10,20.60,10.00,69.90,5.30,58.60,996.10,1004.11,0,2016-04-16 17:59:00
10014,BTN,37.4959613889,127.0529111111,8,49.6575,SKY_A08,1,0.06,0.10,0.20,0.10,0.10,0.10,0.10,0.20,0.20,0.20,17.30,20.60,10.00,112.50,1.60,62.20,996.50,1002.30,0,2016-04-16 17:59:00
10015,BTN,37.4900138889,127.0347450000,7,67.4729,SKY_A08,1,0.06,0.20,0.20,0.10,0.10,0.10,0.20,0.20,0.20,0.20,16.70,20.60,10.00,79.40,6.90,65.10,993.70,1001.59,0,2016-04-16 17:59:00
10018,BTN,37.5103937000,127.0576884000,8,47.536,SKY_A07,1,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.10,20.00,12.00,218.30,0.80,59.30,995.80,1001.45,0,2016-04-16 17:59:00
10019,BTN,37.5122347222,127.0530691667,8,60.4393,SKY_A08,1,0.06,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,17.90,20.00,12.00,138.40,1.50,54.50,995.90,1002.94,0,2016-04-16 17:59:00
