STATION_ID,STATION_TYPE,STATION_LATITUDE,STATION_LONGITUDE,HEIGHT,SEA_LEVEL,SKY_CODE,PRECIPITATION_TYPE,PRECIPITATION_SINCEONTIME,RAIN_SINCEONTIME,RAIN_SINCEMIDNIGHT,RAIN_LAST10MIN,RAIN_LAST15MIN,RAIN_LAST30MIN,RAIN_LAST1HOUR,RAIN_LAST6HOUR,RAIN_LAST12HOUR,RAIN_LAST24HOUR,TEMPERATURE_TC,TEMPERATURE_TMAX,TEMPERATURE_TMIN,WIND_WDIR,WIND_WSPD,HUMIDITY,PRESSURE_SURFACE,PRESSURE_SEALEVEL,LIGHTNING,TIMEOBSERVATION
10001,BTN,37.4831638889,127.0603250000,6,51.975,SKY_A07,1,0.25,0.50,0.50,0.00,0.00,0.20,0.50,0.50,0.50,0.50,14.80,20.60,10.00,71.00,4.10,90.20,993.50,999.61,0,2016-04-16 18:39:00
10003,BTN,37.4791333333,127.0445583333,10,52.7971,SKY_A08,1,0.25,1.30,1.50,0.20,0.30,0.90,1.40,1.50,1.50,1.50,14.80,20.60,10.00,81.10,4.70,89.00,995.30,1001.52,0,2016-04-16 18:39:00
10005,BTN,37.5162500000,127.0359444444,13,90.6047,SKY_A08,1,0.25,1.80,1.90,0.50,0.70,1.50,1.80,1.90,1.90,1.90,15.00,20.00,12.00,72.80,2.60,81.90,990.20,1000.83,0,2016-04-16 18:39:00
10006,BTN,37.5111786111,127.0242313889,12,64.9704,SKY_A08,1,0.25,1.70,1.80,0.50,0.80,1.50,1.80,1.80,1.80,1.80,15.10,20.00,12.00,107.00,4.80,83.10,993.10,1000.73,0,2016-04-16 18:39:00
10010,BTN,37.5033413889,127.0586336111,5,69.3319,SKY_A08,1,0.25,1.80,2.00,0.50,0.80,1.60,1.90,2.00,2.00,2.00,14.80,20.60,10.00,68.80,5.20,77.90,992.90,1001.06,0,2016-04-16 18:39:00
10011,BTN,37.5035083333,127.0667333333,8,68.5106,SKY_A08,1,0.25,1.50,1.60,0.40,0.70,1.30,1.60,1.60,1.60,1.60,14.50,20.60,10.00,58.50,5.00,79.90,994.60,1002.68,0,2016-04-16 18:39:00
10014,BTN,37.4959613889,127.0529111111,8,49.6575,SKY_A08,1,0.25,1.70,1.90,0.40,0.70,1.40,1.80,1.90,1.90,1.90,14.80,20.60,10.00,86.60,5.00,83.00,994.90,1000.75,0,2016-04-16 18:39:00
10015,BTN,37.4900138889,127.0347450000,7,67.4729,SKY_A08,1,0.25,3.50,3.70,0.90,1.50,2.90,3.60,3.70,3.70,3.70,14.40,20.60,10.00,37.70,3.50,86.20,992.20,1000.14,0,2016-04-16 18:39:00
10018,BTN,37.5103937000,127.0576884000,8,47.536,SKY_A08,1,0.25,1.60,1.60,0.40,0.70,1.40,1.60,1.60,1.60,1.60,15.60,20.00,12.00,61.30,3.00,81.50,994.40,1000.10,0,2016-04-16 18:39:00
10019,BTN,37.5122347222,127.0530691667,8,60.4393,SKY_A08,1,0.25,1.80,1.90,0.50,0.80,1.50,1.90,1.90,1.90,1.90,15.50,20.00,12.00,126.30,1.40,74.00,994.40,1001.50,0,2016-04-16 18:39:00
10021,BTN,37.5186500000,127.0507080556,7,62.8136,SKY_A08,1,0.25,1.70,1.70,0.40,0.70,1.50,1.70,1.70,1.70,1.70,15.10,20.00,12.00,114.80,1.50,82.00,994.20,1001.59,0,2016-04-16 18:39:00
10022,BTN,37.4636113889,127.1055630556,9,33.6353,SKY_A08,1,0.26,1.90,2.00,0.60,0.80,1.60,2.00,2.00,2.00,2.00,14.70,20.70,10.40,110.70,3.20,87.90,996.80,1000.77,0,2016-04-16 18:39:00
10023,BTN,37.5226125000,127.0201108333,15,54.6592,SKY_A08,1,0.25,1.90,2.00,0.60,0.90,1.70,2.00,2.00,2.00,2.00,15.10,20.00,12.00,66.10,5.00,81.30,994.80,1001.23,0,2016-04-16 18:39:00
10025,BTN,37.5221805556,127.0331000000,9,63.7039,SKY_A08,1,0.25,1.90,2.00,0.50,0.80,1.70,2.00,2.00,2.00,2.00,15.30,20.00,12.00,103.90,4.50,81.60,994.00,1001.49,0,2016-04-16 18:39:00
10030,BTN,37.5019483333,127.0419586111,10,104.4053,SKY_A08,1,0.25,1.80,2.00,0.50,0.80,1.50,1.90,2.00,2.00,2.00,14.60,20.60,10.00,80.90,3.50,85.10,988.40,1000.65,0,2016-04-16 18:39:00
10032,BTN,37.4972486111,127.0444663889,11,76.608,SKY_A08,1,0.25,1.50,1.60,0.40,0.70,1.30,1.60,1.60,1.60,1.60,15.00,20.60,10.00,57.30,2.60,87.10,991.60,1000.60,0,2016-04-16 18:39:00
10035,BTN,37.4935638889,127.0301555556,2,72.4857,SKY_A08,1,0.25,1.70,1.90,0.50,0.80,1.50,1.80,1.90,1.90,1.90,14.70,20.60,10.00,93.70,6.10,84.20,991.20,999.72,0,2016-04-16 18:39:00
10036,BTN,37.4894505556,127.0825044444,7,49.9032,SKY_A08,1,0.26,2.20,2.30,0.60,1.00,1.90,2.30,2.30,2.30,2.30,14.40,20.70,10.40,89.00,4.10,85.30,995.00,1000.89,0,2016-04-16 18:39:00
10037,BTN,37.5210305556,127.0572888889,18,81.7495,SKY_A08,1,0.25,1.70,1.80,0.50,0.80,1.50,1.80,1.80,1.80,1.80,14.90,20.00,12.00,44.00,5.10,84.50,992.20,1001.81,0,2016-04-16 18:39:00
10040,BTN,37.5378861111,127.1396583333,9,56.9444,SKY_A08,1,0.25,1.70,1.70,0.60,0.90,1.50,1.70,1.70,1.70,1.70,15.10,20.40,10.20,79.80,4.30,81.20,994.10,1000.79,0,2016-04-16 18:39:00
10042,BTN,37.5525122222,127.1536294444,5,69.2126,SKY_A08,1,0.25,1.50,1.60,0.60,0.80,1.50,1.50,1.60,1.60,1.60,14.50,20.40,10.20,111.40,4.70,79.80,992.90,1001.05,0,2016-04-16 18:39:00
10043,BTN,37.5484861111,127.1726722222,8,55.485,SKY_A08,1,0.25,1.80,1.80,0.60,0.90,1.70,1.80,1.80,1.80,1.80,15.10,20.40,10.20,99.70,5.20,86.70,995.60,1002.13,0,2016-04-16 18:39:00
10044,BTN,37.5298777778,127.1322694444,10,51.7449,SKY_A08,1,0.24,1.80,1.80,0.50,0.80,1.60,1.80,1.80,1.80,1.80,14.90,20.60,11.20,86.20,2.80,84.40,995.40,1001.49,0,2016-04-16 18:39:00
10045,BTN,37.5223222222,127.1328527778,17.3063,50.8063,SKY_A08,1,0.24,1.70,1.80,0.50,0.80,1.50,1.70,1.80,1.80,1.80,14.40,20.60,11.20,78.80,14.10,86.90,995.50,1001.50,0,2016-04-16 18:39:00
10047,BTN,37.5549333333,127.1345555556,8,60.043,SKY_A08,1,0.25,3.10,3.10,0.70,1.10,2.30,3.10,3.10,3.10,3.10,15.00,20.40,10.20,121.10,1.00,81.10,993.80,1000.86,0,2016-04-16 18:39:00
10048,BTN,37.5490277778,127.1266944444,8,57.8966,SKY_A08,1,0.24,2.00,2.10,0.80,1.10,1.90,2.00,2.10,2.10,2.10,15.20,20.60,11.20,74.10,5.20,83.20,995.40,1002.21,0,2016-04-16 18:39:00
10049,BTN,37.5407111111,127.1282750000,8,57.0062,SKY_A08,1,0.24,1.80,1.90,0.70,1.00,1.70,1.80,1.90,1.90,1.90,14.70,20.60,11.20,38.00,5.40,85.80,994.70,1001.42,0,2016-04-16 18:39:00
10050,BTN,37.5443220000,127.1421050000,11,62.5,SKY_A08,1,0.25,1.90,1.90,0.70,1.00,1.80,1.90,1.90,1.90,1.90,14.30,20.40,10.20,54.00,6.70,86.30,994.00,1001.37,0,2016-04-16 18:39:00
10053,BTN,37.6259055556,127.0175250000,8,77.5211,SKY_A08,1,0.33,2.00,2.20,0.70,1.10,1.90,2.10,2.20,2.20,2.20,14.70,19.30,8.70,76.40,1.10,83.20,992.00,1001.12,0,2016-04-16 18:39:00
10054,BTN,37.6115305556,127.0223750000,5,89.3459,SKY_A08,1,0.29,1.70,2.10,0.50,0.90,1.60,1.90,2.10,2.10,2.10,15.00,19.70,9.90,31.80,5.70,78.80,990.90,1001.39,0,2016-04-16 18:39:00
10055,BTN,37.6203611111,127.0213555556,15,80.7448,SKY_A08,1,0.29,1.70,1.90,0.60,0.90,1.60,1.80,1.90,1.90,1.90,15.10,19.70,9.90,83.90,6.30,82.60,992.70,1002.19,0,2016-04-16 18:39:00
10056,BTN,37.6203983333,127.0131611111,7,88.4252,SKY_A08,1,0.33,1.80,2.30,0.60,0.90,1.60,1.90,2.30,2.30,2.30,15.20,19.30,8.70,80.30,1.00,85.60,989.20,999.56,0,2016-04-16 18:39:00
10057,BTN,37.6345833333,127.0223194444,14,82.6157,SKY_A08,1,0.29,2.00,2.30,0.70,1.10,1.90,2.10,2.30,2.30,2.30,15.00,19.70,9.90,128.50,4.80,82.00,992.00,1001.71,0,2016-04-16 18:39:00
10059,BTN,37.6627750000,127.0132611111,10,86.8831,SKY_A08,1,0.35,2.00,2.70,0.70,1.10,1.80,2.10,2.70,2.70,2.70,13.40,19.00,7.40,158.00,1.20,92.70,990.70,1000.96,0,2016-04-16 18:39:00
10060,BTN,37.5634444444,126.8525944444,8,47.9682,SKY_A08,1,0.34,2.40,3.10,0.60,1.00,2.00,2.60,3.10,3.10,3.10,15.00,19.60,10.30,116.20,2.00,85.00,993.50,999.14,0,2016-04-16 18:39:00
10061,BTN,37.5611916667,126.7976583333,9,45.5081,SKY_A08,1,0.33,2.40,3.10,0.60,0.80,1.80,2.70,3.10,3.10,3.10,15.10,19.60,10.90,113.60,8.00,84.10,995.10,1000.45,0,2016-04-16 18:39:00
10062,BTN,37.5582277778,126.8376944444,10,47.32652,SKY_A08,1,0.33,2.30,2.80,0.70,1.10,1.90,2.50,2.80,2.80,2.80,15.10,19.60,10.90,33.10,7.80,84.90,994.40,999.96,0,2016-04-16 18:39:00
10063,BTN,37.5527222222,126.8367777778,8,46.1032,SKY_A08,1,0.32,2.50,3.10,0.70,1.00,2.10,2.80,3.10,3.10,3.10,14.60,19.40,11.30,94.00,1.10,87.50,995.30,1000.73,0,2016-04-16 18:39:00
10064,BTN,37.5623888889,126.8077527778,15,60.181,SKY_A08,1,0.33,2.70,3.60,0.70,1.00,2.20,3.00,3.60,3.60,3.60,14.40,19.60,10.90,37.10,3.30,86.50,994.30,1001.40,0,2016-04-16 18:39:00
10068,BTN,37.5539416667,126.8190083333,6,44.704,SKY_A08,1,0.32,2.10,3.00,0.50,0.80,1.70,2.30,3.00,3.00,3.00,15.00,19.40,11.30,109.10,8.90,85.10,993.60,998.85,0,2016-04-16 18:39:00
